locale,key,lineno,text
en,HPTM_EXPERIMENTAL_WARN,1.0,The HP Text Miner node is experimental in the EM 12.1 release.
en,RPT_DROP_VALUE,1.0,Drop
en,RPT_KEEP_VALUE,1.0,Keep
en,RPT_TEXT_ABBRABBR_VALUE,1.0,Abr
en,RPT_TEXT_ABBRADDRESS_VALUE,1.0,Adr
en,RPT_TEXT_ABBRADJ_VALUE,1.0,Adj
en,RPT_TEXT_ABBRADV_VALUE,1.0,Adv
en,RPT_TEXT_ABBRAUX_VALUE,1.0,Aux
en,RPT_TEXT_ABBRCOMPANY_VALUE,1.0,Co
en,RPT_TEXT_ABBRCONJ_VALUE,1.0,Cnj
en,RPT_TEXT_ABBRCURRENCY_VALUE,1.0,Cur
en,RPT_TEXT_ABBRDATE_VALUE,1.0,Dt
en,RPT_TEXT_ABBRDET_VALUE,1.0,Det
en,RPT_TEXT_ABBRHOUR_VALUE,1.0,Hour
en,RPT_TEXT_ABBRINTERJ_VALUE,1.0,Inj
en,RPT_TEXT_ABBRINTERNET_VALUE,1.0,Net
en,RPT_TEXT_ABBRLOCATION_VALUE,1.0,Loc
en,RPT_TEXT_ABBRMEASURE_VALUE,1.0,Msr
en,RPT_TEXT_ABBRNOUNGROUP_VALUE,1.0,Ng
en,RPT_TEXT_ABBRNOUN_VALUE,1.0,Nn
en,RPT_TEXT_ABBRNUM_VALUE,1.0,Num
en,RPT_TEXT_ABBRORGANIZATION_VALUE,1.0,Org
en,RPT_TEXT_ABBRPART_VALUE,1.0,Pt
en,RPT_TEXT_ABBRPERCENT_VALUE,1.0,Pct
en,RPT_TEXT_ABBRPERSON_VALUE,1.0,Per
en,RPT_TEXT_ABBRPHONE_VALUE,1.0,Phn
en,RPT_TEXT_ABBRPREF_VALUE,1.0,Pre
en,RPT_TEXT_ABBRPREP_VALUE,1.0,Prp
en,RPT_TEXT_ABBRPRON_VALUE,1.0,Pro
en,RPT_TEXT_ABBRPROPMISC_VALUE,1.0,Msc
en,RPT_TEXT_ABBRPROP_VALUE,1.0,Prn
en,RPT_TEXT_ABBRPUNCT_VALUE,1.0,Pun
en,RPT_TEXT_ABBRSSN_VALUE,1.0,Ssn
en,RPT_TEXT_ABBRTIMEPERIOD_VALUE,1.0,Pd
en,RPT_TEXT_ABBRTIME_VALUE,1.0,Tm
en,RPT_TEXT_ABBRTITLE_VALUE,1.0,Ttl
en,RPT_TEXT_ABBRVEHICLE_VALUE,1.0,Vh
en,RPT_TEXT_ABBRVERBADJ_VALUE,1.0,Vbj
en,RPT_TEXT_ABBRVERB_VALUE,1.0,Vb
en,RPT_TEXT_ABBRWEEK_VALUE,1.0,Week
en,RPT_TEXT_ACCESSED_VLABEL,1.0,Accessed
en,RPT_TEXT_ACTION_VLABEL,1.0,Action
en,RPT_TEXT_APPLY_VLABEL,1.0,Apply
en,RPT_TEXT_ARA_VALUE,1.0,Arabic
en,RPT_TEXT_ASSIGNEDDOCS_VLABEL,1.0,# of Assigned Docs
en,RPT_TEXT_ASSNTARGET_VLABEL,1.0,Assigned Target
en,RPT_TEXT_ATTRALPHA_VALUE,1.0,Alpha
en,RPT_TEXT_ATTRENTITY_VALUE,1.0,Entity
en,RPT_TEXT_ATTRIBUTEBYFREQ_TITLE,1.0,Attribute by Frequency
en,RPT_TEXT_ATTRIBUTE_VLABEL,1.0,Attribute
en,RPT_TEXT_ATTRMIXED_VALUE,1.0,Mixed
en,RPT_TEXT_ATTRNUM_VALUE,1.0,Num
en,RPT_TEXT_BELIEFSBYVAL_TITLE,1.0,Beliefs by Value
en,RPT_TEXT_BELIEFS_TITLE,1.0,Beliefs
en,RPT_TEXT_BELIEF_VLABEL,1.0,Belief
en,RPT_TEXT_BINARYABBR_VLABEL,1.0,BIN
en,RPT_TEXT_BINFILTEREDNUMDOCS_VLABEL,1.0,Binned Filtered Number of Documents
en,RPT_TEXT_BINNEDABBR_VLABEL,1.0,bin
en,RPT_TEXT_BINNUMDOCS_VLABEL,1.0,Binned Number of Documents
en,RPT_TEXT_BLANK_VALUE,1.0,_Blank_
en,RPT_TEXT_CATEGORY_VLABEL,1.0,Category
en,RPT_TEXT_CHINESE_VALUE,1.0,Chinese
en,RPT_TEXT_CLUSFREQBYRMS_TITLE,1.0,Cluster Frequency by RMS
en,RPT_TEXT_CLUSTERDIST_TITLE,1.0,Distance Between Clusters
en,RPT_TEXT_CLUSTERFREQ_TITLE,1.0,Cluster Frequencies
en,RPT_TEXT_CLUSTERHIERARCHY_TITLE,1.0,Cluster Hierarchy
en,RPT_TEXT_CLUSTERID_VLABEL,1.0,Cluster ID
en,RPT_TEXT_CLUSTERS_TITLE,1.0,Clusters
en,RPT_TEXT_COORDINATE_VLABEL,1.0,Coordinate
en,RPT_TEXT_CORPUS_VLABEL,1.0,Corpus
en,RPT_TEXT_CREATED_VLABEL,1.0,Created
en,RPT_TEXT_CZH_VALUE,1.0,Czech
en,RPT_TEXT_DAN_VALUE,1.0,Danish
en,RPT_TEXT_DATAPARTITION_VLABEL,1.0,Data Partition
en,RPT_TEXT_DATESBYFREQ_TITLE,1.0,Created/Accessed/Modified Dates by Frequency
en,RPT_TEXT_DATE_VLABEL,1.0,Date
en,RPT_TEXT_DELETEDTERMS_TITLE,1.0,Excluded Terms
en,RPT_TEXT_DESCSHORT_VLABEL,1.0,Descriptive Term Sample
en,RPT_TEXT_DESCTERMS_VLABEL,1.0,Descriptive Terms
en,RPT_TEXT_DICTIONARY_VLABEL,1.0,Dictionary
en,RPT_TEXT_DOCCUTOFF_VLABEL,1.0,Document Cutoff
en,RPT_TEXT_DOCID_VLABEL,1.0,Doc ID
en,RPT_TEXT_DOCLENGTHBYFREQ_TITLE,1.0,Document Lengths by Frequency
en,RPT_TEXT_DOCSBYFREQ_TITLE,1.0,Number of Documents by Frequency
en,RPT_TEXT_DOCSBYTOPIC_TITLE,1.0,Number of Documents by Topics
en,RPT_TEXT_DOCSBYWEIGHT_TITLE,1.0,Number of Documents by Weight
en,RPT_TEXT_DOCSPERFOLDER_TITLE,1.0,Number of Documents Processed per Folder
en,RPT_TEXT_DOCUMENTRULES_TITLE,1.0,Document Rules
en,RPT_TEXT_DOCUMENTS_TITLE,1.0,Documents
en,RPT_TEXT_DOCUMENT_VLABEL,1.0,Document
en,RPT_TEXT_DTINTERVAL_VLABEL,1.0,Date/Time Interval
en,RPT_TEXT_DUT_VALUE,1.0,Dutch
en,RPT_TEXT_ENG_VALUE,1.0,English
en,RPT_TEXT_ESTPRECISION_VLABEL,1.0,Estimated Precision
en,RPT_TEXT_EXTENSION_VLABEL,1.0,Extension
en,RPT_TEXT_F1_VLABEL,1.0,F1 score
en,RPT_TEXT_FILTEREDDOCS_VLABEL,1.0,Number of Filtered Documents
en,RPT_TEXT_FILTEREDFREQ_VLABEL,1.0,Filtered Frequency
en,RPT_TEXT_FILTEREDLANG_TITLE,1.0,Filtered Languages: %s Data
en,RPT_TEXT_FILTEREDSIZE_VLABEL,1.0,Filtered Size
en,RPT_TEXT_FILTERING_TITLE,1.0,Filtering
en,RPT_TEXT_FIN_VALUE,1.0,Finnish
en,RPT_TEXT_FOLDER_VLABEL,1.0,Folder
en,RPT_TEXT_FREQUENCY_VLABEL,1.0,Frequency
en,RPT_TEXT_FREQ_VLABEL,1.0,Freq
en,RPT_TEXT_FRE_VALUE,1.0,French
en,RPT_TEXT_GER_VALUE,1.0,German
en,RPT_TEXT_GRAPHDESC_VLABEL,1.0,Graph Description
en,RPT_TEXT_GRK_VALUE,1.0,Greek
en,RPT_TEXT_HEB_VALUE,1.0,Hebrew
en,RPT_TEXT_HIERARCHYDATA_TITLE,1.0,Hierarchy Data
en,RPT_TEXT_HIERLEVEL_VLABEL,1.0,Hierarchy Level
en,RPT_TEXT_HPATTRBYFREQ_TITLE,1.0,Terms: Attribute by Freq
en,RPT_TEXT_HPDOCSBYFREQHIST_TITLE,1.0,Terms: # of Docs by Freq: Histogram
en,RPT_TEXT_HPDOCSBYFREQ_TITLE,1.0,Terms: # of Docs by Freq: Scatter Plot
en,RPT_TEXT_HPROLEBYFREQ_TITLE,1.0,Terms: Role by Freq
en,RPT_TEXT_HPTERMSBYWEIGHT_TITLE,1.0,Terms: Freq by Weight
en,RPT_TEXT_HUN_VALUE,1.0,Hungarian
en,RPT_TEXT_IMPORTEDFREQ_VLABEL,1.0,Imported Frequency
en,RPT_TEXT_IMPORTEDISPARENT_VLABEL,1.0,Imported Parent/Child Status
en,RPT_TEXT_IMPORTEDNUMDOCS_VLABEL,1.0,Number of Imported Documents
en,RPT_TEXT_IND_VALUE,1.0,Indonesian
en,RPT_TEXT_INTOPIC_ROLE,1.0,Role
en,RPT_TEXT_INTOPIC_TERM,1.0,Term
en,RPT_TEXT_INTOPIC_VLABEL,1.0,Topic
en,RPT_TEXT_INTOPIC_WEIGHT,1.0,Weight
en,RPT_TEXT_ISPARENT_VLABEL,1.0,Parent/Child Status
en,RPT_TEXT_ITA_VALUE,1.0,Italian
en,RPT_TEXT_JAP_VALUE,1.0,Japanese
en,RPT_TEXT_KEEP_VLABEL,1.0,Keep
en,RPT_TEXT_KEPTLANG_TITLE,1.0,Selected Languages: %s Data
en,RPT_TEXT_KEY_VLABEL,1.0,Key
en,RPT_TEXT_KOR_VALUE,1.0,Korean
en,RPT_TEXT_LANGBYFREQ_TITLE,1.0,Document Languages
en,RPT_TEXT_LANGUAGE_VLABEL,1.0,Language
en,RPT_TEXT_MINDISTANCE_VLABEL,1.0,Min Distance
en,RPT_TEXT_MODIFIED_VLABEL,1.0,Modified
en,RPT_TEXT_NAME_VLABEL,1.0,Name
en,RPT_TEXT_NEWTERMS_TITLE,1.0,New Parent Terms
en,RPT_TEXT_NOMINALABBR_VLABEL,1.0,NOM
en,RPT_TEXT_NOOMITNORTRUNC_VLABEL,1.0,Neither omitted nor truncated
en,RPT_TEXT_NUMDOCS_TITLE,1.0,Number of Documents
en,RPT_TEXT_NUMDOCS_VLABEL,1.0,# Docs
en,RPT_TEXT_NUMINCATEGORY_VLABEL,1.0,# Still in Category
en,RPT_TEXT_NUMTERMS_VLABEL,1.0,Number of Terms
en,RPT_TEXT_NYN_VALUE,1.0,Norwegian
en,RPT_TEXT_OMITANDTRUNC_VLABEL,1.0,Omitted and truncated
en,RPT_TEXT_OMITTED_VLABEL,1.0,Omitted
en,RPT_TEXT_OMITTRUNCPRCNT_TITLE,1.0,Omitted/Truncated Documents
en,RPT_TEXT_ORDINALABBR_VLABEL,1.0,ORD
en,RPT_TEXT_ORDINALSERIES_TITLE,1.0,Term Ordinal Series
en,RPT_TEXT_ORIGTARGET_VLABEL,1.0,Original Target
en,RPT_TEXT_OTHER_VALUE,1.0,Other
en,RPT_TEXT_OVERALLPROP_VLABEL,1.0,Overall Proportion
en,RPT_TEXT_PARENTID_VLABEL,1.0,Parent ID
en,RPT_TEXT_PARENTNDOCS_VLABEL,1.0,Parent # Docs
en,RPT_TEXT_PARENTROLE_VLABEL,1.0,Parent Role
en,RPT_TEXT_PARENT_VLABEL,1.0,Parent
en,RPT_TEXT_PARTITION_VLABEL,1.0,Partition
en,RPT_TEXT_PERCENTAGE_VLABEL,1.0,Percentage
en,RPT_TEXT_POL_VALUE,1.0,Polish
en,RPT_TEXT_POR_VALUE,1.0,Portuguese
en,RPT_TEXT_POSABBR_VALUE,1.0,Abbr
en,RPT_TEXT_POSADDRESS_VALUE,1.0,Address
en,RPT_TEXT_POSADJ_VALUE,1.0,Adj
en,RPT_TEXT_POSADV_VALUE,1.0,Adv
en,RPT_TEXT_POSAUX_VALUE,1.0,Aux
en,RPT_TEXT_POSCOMPANY_VALUE,1.0,Company
en,RPT_TEXT_POSCONJ_VALUE,1.0,Conj
en,RPT_TEXT_POSCURRENCY_VALUE,1.0,Currency
en,RPT_TEXT_POSDATE_VALUE,1.0,Date
en,RPT_TEXT_POSDET_VALUE,1.0,Det
en,RPT_TEXT_POSINTERJ_VALUE,1.0,Interj
en,RPT_TEXT_POSINTERNET_VALUE,1.0,Internet
en,RPT_TEXT_POSLOCATION_VALUE,1.0,Location
en,RPT_TEXT_POSMEASURE_VALUE,1.0,Measure
en,RPT_TEXT_POSNOUNGROUP_VALUE,1.0,Noun Group
en,RPT_TEXT_POSNOUN_VALUE,1.0,Noun
en,RPT_TEXT_POSNUM_VALUE,1.0,Num
en,RPT_TEXT_POSORGANIZATIONERSON_VALUE,1.0,Organization
en,RPT_TEXT_POSPART_VALUE,1.0,Part
en,RPT_TEXT_POSPERCENT_VALUE,1.0,Percent
en,RPT_TEXT_POSPERSON_VALUE,1.0,Person
en,RPT_TEXT_POSPHONE_VALUE,1.0,Phone Number
en,RPT_TEXT_POSPREF_VALUE,1.0,Pref
en,RPT_TEXT_POSPREP_VALUE,1.0,Prep
en,RPT_TEXT_POSPRON_VALUE,1.0,Pron
en,RPT_TEXT_POSPROPMISC_VALUE,1.0,Miscellaneous Proper Noun
en,RPT_TEXT_POSPROP_VALUE,1.0,Prop
en,RPT_TEXT_POSPUNCT_VALUE,1.0,Punct
en,RPT_TEXT_POSSSN_VALUE,1.0,Social Security Number
en,RPT_TEXT_POSTIMEPERIOD_VALUE,1.0,Time Period
en,RPT_TEXT_POSTIME_VALUE,1.0,Time
en,RPT_TEXT_POSTITLE_VALUE,1.0,Title
en,RPT_TEXT_POSTPROB_VLABEL,1.0,Posterior Probability
en,RPT_TEXT_POSVEHICLE_VALUE,1.0,Vehicle
en,RPT_TEXT_POSVERBADJ_VALUE,1.0,VerbAdj
en,RPT_TEXT_POSVERB_VALUE,1.0,Verb
en,RPT_TEXT_PREDTARGET_VLABEL,1.0,Predicted Target
en,RPT_TEXT_PRESCORE_TITLE,1.0,SAS Prescore Code
en,RPT_TEXT_PROFVARIABLES_TITLE,1.0,Profiled Variables
en,RPT_TEXT_PROPUNASSIGNED_VLABEL,1.0,Proportion Unassigned
en,RPT_TEXT_RANK_VLABEL,1.0,Rank
en,RPT_TEXT_REMAININGNUM_VLABEL,1.0,Total # Remaining
en,RPT_TEXT_REMAINPOSITIVE_VLABEL,1.0,Remaining Positive/Total
en,RPT_TEXT_RMSSTD_VLABEL,1.0,RMS Std.
en,RPT_TEXT_ROLEBYFREQ_TITLE,1.0,Role by Freq
en,RPT_TEXT_ROLE_VLABEL,1.0,Role
en,RPT_TEXT_ROM_VALUE,1.0,Romanian
en,RPT_TEXT_RULENUMBER_VLABEL,1.0,Rule #
en,RPT_TEXT_RULESOBTAINED_TITLE,1.0,Rules Obtained
en,RPT_TEXT_RULESUCCESS_TITLE,1.0,Rule Success
en,RPT_TEXT_RULES_TITLE,1.0,Rules
en,RPT_TEXT_RULE_VLABEL,1.0,Rule
en,RPT_TEXT_RUS_VALUE,1.0,Russian
en,RPT_TEXT_SAMPPRECISION_VLABEL,1.0,Precision
en,RPT_TEXT_SAMPRECALL_VLABEL,1.0,Recall
en,RPT_TEXT_SIZE_VLABEL,1.0,Size
en,RPT_TEXT_SPA_VALUE,1.0,Spanish
en,RPT_TEXT_STATUS_VLABEL,1.0,Status
en,RPT_TEXT_STOP_ROLE_VLABEL,1.0,Role
en,RPT_TEXT_STOP_TERM_VLABEL,1.0,Term
en,RPT_TEXT_SVK_VALUE,1.0,Slovak
en,RPT_TEXT_SWE_VALUE,1.0,Swedish
en,RPT_TEXT_SYN_PARENTROLE_VLABEL,1.0,Parent Role
en,RPT_TEXT_SYN_PARENT_VLABEL,1.0,Parent Term
en,RPT_TEXT_SYN_TERMROLE_VLABEL,1.0,Term Role
en,RPT_TEXT_SYN_TERM_VLABEL,1.0,Child Term
en,RPT_TEXT_TABLE_TITLE,1.0,Table
en,RPT_TEXT_TARGETDISTPLUR_TITLE,1.0,Target Distributions
en,RPT_TEXT_TARGETDISTSING_TITLE,1.0,Target Distribution
en,RPT_TEXT_TARGETSIMILARITIES_TITLE,1.0,Target Similarities
en,RPT_TEXT_TARGETS_TITLE,1.0,Targets
en,RPT_TEXT_TARGETVAL_VLABEL,1.0,Target Value
en,RPT_TEXT_TARGETVAR_VLABEL,1.0,Target Variable
en,RPT_TEXT_TARGVALUES_TITLE,1.0,Target Values
en,RPT_TEXT_TERMCUTOFF_VLABEL,1.0,Term Cutoff
en,RPT_TEXT_TERMROLE_VLABEL,1.0,Term/Role
en,RPT_TEXT_TERMSBYTOPIC_TITLE,1.0,Number of Terms by Topics
en,RPT_TEXT_TERMS_TITLE,1.0,Terms
en,RPT_TEXT_TERMS_VLABEL,1.0,Terms
en,RPT_TEXT_TERM_VLABEL,1.0,Term
en,RPT_TEXT_TESTRESULTS_TITLE,1.0,Test Results
en,RPT_TEXT_TEXT_VLABEL,1.0,Text
en,RPT_TEXT_THA_VALUE,1.0,Thai
en,RPT_TEXT_TIMESERIES_TITLE,1.0,Term Time Series
en,RPT_TEXT_TOPICID_VLABEL,1.0,Topic ID
en,RPT_TEXT_TOPICMULTI_VALUE,1.0,Multiple
en,RPT_TEXT_TOPICSINGLE_VALUE,1.0,Single
en,RPT_TEXT_TOPICS_TITLE,1.0,Topics
en,RPT_TEXT_TOPICTERMS_TITLE,1.0,Topic Terms
en,RPT_TEXT_TOPICUSER_VALUE,1.0,User
en,RPT_TEXT_TOPICWGT_VLABEL,1.0,Topic Weight
en,RPT_TEXT_TOPIC_VLABEL,1.0,Topic
en,RPT_TEXT_TOTALPOSITIVE_VLABEL,1.0,Total Positive
en,RPT_TEXT_TRAININGRESULTS_TITLE,1.0,Training Results
en,RPT_TEXT_TRUEPOSITIVE_VLABEL,1.0,True Positive
en,RPT_TEXT_TRUEPOSTOTAL_VLABEL,1.0,True Positive/Total
en,RPT_TEXT_TRUNCATED_VLABEL,1.0,Truncated
en,RPT_TEXT_TUR_VALUE,1.0,Turkish
en,RPT_TEXT_TYPEBYFREQ_TITLE,1.0,Document Types
en,RPT_TEXT_VALIDATIONRESULTS_TITLE,1.0,Validation Results
en,RPT_TEXT_VALUE_VLABEL,1.0,Value
en,RPT_TEXT_VARTYPE_VLABEL,1.0,Variable Analysis Type
en,RPT_TEXT_VIE_VALUE,1.0,Vietnamese
en,RPT_TEXT_VLEVEL_VLABEL,1.0,Variable Level
en,RPT_TEXT_VNAME_VLABEL,1.0,Variable Name
en,RPT_TEXT_VPRECISION_VLABEL,1.0,Valid Precision
en,RPT_TEXT_VRECALL_VLABEL,1.0,Valid Recall
en,RPT_TEXT_VTRUEPOSTOTAL_VLABEL,1.0,Valid True Positive/Total
en,RPT_TEXT_VVLEVELID_VLABEL,1.0,Var/Var Level ID
en,RPT_TEXT_V_F1_VLABEL,1.0,Valid F1 score
en,RPT_TEXT_WEIGHT_VLABEL,1.0,Weight
en,RPT_TEXT_WHYCLASS_VLABEL,1.0,Why Classified
en,RPT_TEXT_WHYINTO_VLABEL,1.0,Why Into
en,RPT_TEXT_WHY_VLABEL,1.0,Why
en,RPT_TEXT_ZHO_VALUE,1.0,Chinese (simplified)
en,RPT_TEXT_ZHT_VALUE,1.0,Chinese (traditional)
en,RPT_TEXT_ZIPF_TITLE,1.0,ZIPF Plot
en,TMCRAWL.FAILED,1.0,%zxcrawl.exe failed: See reason above.
en,TMCRAWL.LINKSFILE,1.0,%2zCould not delete links.txt file.
en,TMCRAWL.NAMESFILE,1.0,%2zCould not delete names.txt file.
en,TMCRAWL.OMITTEDFILE,1.0,%2zCould not delete omitted.txt file.
en,TMCRAWL.OMITTEDURL,1.0,%2zOmitted urls.
en,TMCRAWL.UNABLERUN,1.0,"%zxcrawl.exe unable to be run, check to make sure %s exists and can be executed."
en,TMCRAWL.URLDIR,1.0,%zYou must specify both a url (using url=) and a directory (using dir=) on the tmfilter call.
en,TMFILTER.ACCESSED_VLABEL,1.0,Accessed
en,TMFILTER.BADDIRECTORY,1.0,%zUnable to locate the import directory.
en,TMFILTER.BADLANGUAGE,1.0,"%zThe specified language ""%s"" is not valid."
en,TMFILTER.BOTHNUMBYTECHAR,1.0,%3zBoth numchars and numbytes were specified. Only numchars will be used.
en,TMFILTER.CREATED_VLABEL,1.0,Created
en,TMFILTER.DEFAULTNUMBYTE,1.0,%3zThe default of numchars=100 is being used.
en,TMFILTER.EXTENSION_VLABEL,1.0,Extension
en,TMFILTER.FILTEREDSIZE_VLABEL,1.0,Filtered Size
en,TMFILTER.FILTERED_VLABEL,1.0,Filtered
en,TMFILTER.INDEX_VLABEL,1.0,Index
en,TMFILTER.LANGUAGE_VLABEL,1.0,Language
en,TMFILTER.MODIFIED_VLABEL,1.0,Modified
en,TMFILTER.NAME_VLABEL,1.0,Name
en,TMFILTER.NODELFINFILE,1.0,%2zCould not delete tmfilter.fin file.
en,TMFILTER.NOMAXSIZE,1.0,%2zThe maxsize option has no effect in this release.
